21.0,60.0,21.0,30.0,30.0,60.0,21.0,21.0,60.0,60.0,21.0,60.0,21.0,30.0,30.0,30.0,30.0,21.0,60.0,21.0,11.0,54.0,11.0,25.0,25.0,54.0,11.0,11.0,54.0,54.0,11.0,54.0,11.0,25.0,25.0,25.0,25.0,11.0,54.0,11.0
39.0,95.0,64.0,8.0,8.0,95.0,68.0,43.0,95.0,95.0,39.0,95.0,88.0,8.0,8.0,8.0,8.0,11.0,95.0,90.0,62.0,93.0,62.0,68.0,68.0,93.0,62.0,62.0,93.0,93.0,62.0,93.0,62.0,68.0,68.0,68.0,68.0,62.0,93.0,62.0
85.0,44.0,45.0,55.0,48.0,44.0,84.0,31.0,44.0,44.0,66.0,44.0,68.0,15.0,23.0,53.0,12.0,82.0,44.0,74.0,72.0,81.0,72.0,55.0,48.0,81.0,72.0,72.0,81.0,81.0,72.0,81.0,72.0,15.0,23.0,53.0,12.0,72.0,81.0,72.0
82.0,79.0,81.0,97.0,4.0,35.0,55.0,8.0,67.0,52.0,66.0,36.0,57.0,93.0,48.0,8.0,3.0,74.0,21.0,16.0,17.0,54.0,17.0,97.0,4.0,54.0,17.0,17.0,54.0,54.0,17.0,54.0,17.0,93.0,48.0,8.0,3.0,17.0,54.0,17.0
76.0,63.0,95.0,11.0,7.0,54.0,92.0,96.0,9.0,22.0,88.0,58.0,86.0,79.0,57.0,74.0,8.0,16.0,69.0,84.0,39.0,79.0,64.0,11.0,7.0,35.0,68.0,43.0,67.0,52.0,39.0,36.0,88.0,79.0,57.0,74.0,8.0,11.0,21.0,90.0
88.0,55.0,43.0,27.0,25.0,32.0,38.0,98.0,7.0,62.0,60.0,51.0,9.0,61.0,37.0,27.0,27.0,84.0,91.0,1.0,85.0,63.0,45.0,27.0,25.0,54.0,84.0,31.0,9.0,22.0,66.0,58.0,68.0,61.0,37.0,42.0,42.0,82.0,35.0,41.0
90.0,5.0,75.0,76.0,90.0,76.0,66.0,69.0,63.0,10.0,57.0,86.0,14.0,77.0,27.0,98.0,98.0,1.0,1.0,0.0,82.0,55.0,81.0,76.0,90.0,32.0,55.0,8.0,7.0,62.0,66.0,51.0,57.0,77.0,42.0,87.0,87.0,41.0,19.0,24.0
9.0,81.0,81.0,76.0,44.0,64.0,72.0,81.0,19.0,20.0,26.0,79.0,35.0,99.0,98.0,69.0,69.0,0.0,0.0,0.0,76.0,5.0,95.0,76.0,44.0,76.0,92.0,96.0,63.0,10.0,88.0,86.0,86.0,99.0,87.0,1.0,1.0,24.0,1.0,10.0
12.0,71.0,79.0,87.0,81.0,80.0,42.0,93.0,58.0,30.0,83.0,69.0,74.0,27.0,69.0,1.0,1.0,0.0,0.0,0.0,88.0,81.0,43.0,87.0,81.0,64.0,38.0,98.0,19.0,20.0,60.0,79.0,9.0,42.0,1.0,0.0,0.0,10.0,0.0,62.0
59.0,11.0,67.0,26.0,86.0,77.0,36.0,13.0,37.0,71.0,11.0,69.0,16.0,98.0,1.0,0.0,0.0,0.0,0.0,0.0,90.0,71.0,75.0,26.0,86.0,80.0,66.0,69.0,58.0,30.0,57.0,69.0,14.0,87.0,0.0,0.0,0.0,62.0,0.0,1.0
