72.0,13.0,32.0,12.0,82.0,40.0,72.0,40.0,83.0,32.0,13.0,13.0,90.0,83.0,19.0,40.0,82.0,82.0,32.0,12.0,24.0,52.0,15.0,54.0,31.0,81.0,24.0,81.0,77.0,15.0,52.0,52.0,42.0,77.0,69.0,81.0,31.0,31.0,15.0,54.0
81.0,12.0,21.0,8.0,7.0,51.0,81.0,51.0,40.0,72.0,12.0,12.0,18.0,71.0,29.0,51.0,4.0,70.0,31.0,8.0,63.0,35.0,55.0,62.0,7.0,52.0,63.0,52.0,40.0,55.0,35.0,35.0,57.0,40.0,9.0,52.0,30.0,30.0,55.0,62.0
94.0,77.0,66.0,75.0,22.0,84.0,17.0,84.0,29.0,53.0,77.0,77.0,22.0,52.0,72.0,84.0,30.0,53.0,45.0,86.0,56.0,94.0,12.0,6.0,22.0,61.0,56.0,61.0,79.0,12.0,94.0,94.0,86.0,79.0,8.0,61.0,49.0,49.0,12.0,6.0
34.0,6.0,19.0,94.0,14.0,46.0,55.0,46.0,19.0,16.0,6.0,6.0,25.0,55.0,51.0,46.0,18.0,10.0,10.0,57.0,27.0,72.0,40.0,9.0,14.0,41.0,27.0,31.0,40.0,40.0,72.0,72.0,18.0,71.0,70.0,84.0,22.0,22.0,40.0,9.0
47.0,45.0,91.0,54.0,5.0,41.0,13.0,31.0,94.0,72.0,34.0,65.0,44.0,17.0,8.0,84.0,37.0,20.0,30.0,75.0,94.0,45.0,21.0,75.0,5.0,16.0,17.0,10.0,29.0,72.0,34.0,65.0,22.0,52.0,37.0,89.0,4.0,70.0,31.0,86.0
35.0,21.0,64.0,54.0,58.0,16.0,97.0,10.0,53.0,5.0,27.0,75.0,72.0,4.0,70.0,89.0,37.0,14.0,1.0,1.0,34.0,21.0,66.0,94.0,58.0,15.0,55.0,74.0,19.0,53.0,27.0,75.0,25.0,55.0,14.0,91.0,30.0,53.0,99.0,54.0
57.0,3.0,86.0,36.0,67.0,15.0,68.0,74.0,17.0,35.0,32.0,78.0,75.0,32.0,37.0,91.0,67.0,37.0,0.0,0.0,47.0,3.0,19.0,54.0,67.0,89.0,13.0,13.0,94.0,16.0,32.0,78.0,44.0,17.0,84.0,97.0,18.0,10.0,93.0,62.0
98.0,37.0,38.0,28.0,72.0,89.0,29.0,13.0,27.0,78.0,69.0,33.0,69.0,69.0,14.0,97.0,54.0,1.0,0.0,0.0,35.0,37.0,91.0,54.0,72.0,43.0,97.0,81.0,53.0,72.0,69.0,33.0,72.0,4.0,1.0,57.0,37.0,20.0,1.0,7.0
13.0,99.0,19.0,48.0,16.0,43.0,26.0,81.0,48.0,11.0,40.0,68.0,23.0,84.0,20.0,57.0,37.0,0.0,0.0,0.0,57.0,99.0,64.0,36.0,16.0,17.0,68.0,33.0,17.0,5.0,40.0,68.0,63.0,32.0,0.0,75.0,37.0,14.0,0.0,1.0
58.0,7.0,54.0,35.0,57.0,17.0,98.0,33.0,63.0,41.0,33.0,45.0,89.0,22.0,8.0,6.0,1.0,0.0,0.0,0.0,98.0,7.0,86.0,28.0,57.0,48.0,29.0,52.0,27.0,35.0,33.0,45.0,24.0,69.0,0.0,91.0,67.0,93.0,0.0,0.0
20.0,9.0,26.0,19.0,75.0,48.0,53.0,52.0,21.0,25.0,44.0,14.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,9.0,38.0,48.0,75.0,88.0,26.0,58.0,48.0,78.0,44.0,14.0,1.0,32.0,0.0,1.0,54.0,26.0,0.0,0.0
45.0,71.0,46.0,21.0,12.0,88.0,73.0,58.0,16.0,45.0,48.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,71.0,19.0,35.0,12.0,43.0,98.0,73.0,63.0,11.0,48.0,83.0,0.0,22.0,0.0,0.0,93.0,1.0,0.0,0.0
55.0,79.0,74.0,20.0,81.0,43.0,47.0,73.0,84.0,10.0,33.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,79.0,54.0,19.0,81.0,72.0,53.0,23.0,21.0,41.0,33.0,47.0,0.0,36.0,0.0,0.0,26.0,0.0,0.0,0.0
85.0,83.0,98.0,32.0,59.0,72.0,52.0,23.0,22.0,30.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,83.0,26.0,21.0,41.0,4.0,73.0,75.0,16.0,25.0,47.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
97.0,85.0,45.0,17.0,37.0,4.0,32.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,85.0,46.0,20.0,20.0,75.0,4.0,91.0,32.0,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,87.0,10.0,57.0,73.0,6.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,87.0,74.0,32.0,1.0,91.0,17.0,1.0,22.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.0,24.0,30.0,75.0,32.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,47.0,98.0,17.0,0.0,1.0,38.0,0.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,1.0,99.0,54.0,0.0,0.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,93.0,62.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

72,82,32,83,82,82,83,82,83,32,82,82,19,82,19,82,82,82,19,19,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0
81,94,40,75,0,41,17,31,40,72,0,0,29,0,29,0,0,0,29,29,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
47,72,19,54,7,41,17,31,40,81,0,0,72,0,72,0,0,0,72,72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
47,72,19,54,58,89,17,13,40,72,0,0,51,0,51,0,37,0,51,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,45,19,54,22,89,13,13,40,72,0,0,0,0,0,0,37,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
32,45,19,54,22,89,13,81,40,72,0,0,0,0,0,0,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11,45,19,54,22,43,13,81,19,72,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,37,19,19,58,43,29,81,29,72,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
47,21,19,19,58,43,29,52,19,11,33,0,0,0,0,0,59,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
52,37,91,32,75,43,29,52,17,11,33,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
32,37,19,32,72,43,29,52,27,11,33,0,0,37,0,37,73,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
11,37,19,20,75,43,17,52,16,45,37,37,0,1,0,1,32,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1
1,37,19,8,75,59,17,52,21,10,1,1,0,59,0,59,1,59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1
1,1,19,1,69,37,17,32,84,30,59,59,0,37,0,37,1,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1
20,37,19,1,23,73,84,11,22,1,37,37,0,73,0,73,1,73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1
8,1,19,1,89,32,22,1,1,1,73,73,0,32,0,32,1,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
1,37,19,1,1,1,1,59,1,1,32,32,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1
1,1,19,1,75,1,1,37,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
1,59,19,32,69,1,1,73,1,57,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
20,37,19,1,23,1,1,32,1,75,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
8,73,19,75,89,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1

72,13,32,12,82,40,72,40,83,32,13,13,90,83,19,40,82,82,32,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
81,12,66,8,7,51,81,51,40,72,12,12,0,0,29,51,0,0,0,51,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
