30.0,30.0,30.0,60.0,30.0,21.0,30.0,30.0,30.0,21.0,21.0,21.0,21.0,21.0,60.0,60.0,30.0,60.0,21.0,60.0,25.0,25.0,25.0,54.0,25.0,11.0,25.0,25.0,25.0,11.0,11.0,11.0,11.0,11.0,54.0,54.0,25.0,54.0,11.0,54.0
8.0,8.0,8.0,95.0,8.0,82.0,8.0,8.0,8.0,86.0,47.0,80.0,13.0,12.0,95.0,95.0,8.0,95.0,73.0,95.0,68.0,68.0,68.0,93.0,68.0,62.0,68.0,68.0,68.0,62.0,62.0,62.0,62.0,62.0,93.0,93.0,68.0,93.0,62.0,93.0
8.0,87.0,72.0,44.0,35.0,86.0,48.0,67.0,89.0,81.0,94.0,12.0,12.0,93.0,44.0,44.0,30.0,44.0,20.0,44.0,8.0,87.0,72.0,81.0,35.0,72.0,48.0,67.0,89.0,72.0,72.0,72.0,72.0,72.0,81.0,81.0,30.0,81.0,72.0,81.0
90.0,28.0,16.0,93.0,15.0,83.0,84.0,4.0,66.0,62.0,62.0,44.0,61.0,77.0,28.0,56.0,28.0,82.0,47.0,64.0,90.0,28.0,16.0,54.0,15.0,17.0,84.0,4.0,66.0,17.0,17.0,17.0,17.0,17.0,54.0,54.0,28.0,54.0,17.0,54.0
42.0,70.0,48.0,31.0,77.0,8.0,60.0,42.0,74.0,84.0,23.0,94.0,64.0,8.0,45.0,81.0,68.0,79.0,74.0,69.0,42.0,70.0,48.0,93.0,77.0,82.0,60.0,42.0,74.0,86.0,47.0,80.0,13.0,12.0,28.0,56.0,68.0,82.0,73.0,64.0
94.0,67.0,88.0,7.0,86.0,47.0,59.0,68.0,62.0,76.0,97.0,54.0,99.0,74.0,69.0,64.0,27.0,91.0,16.0,91.0,94.0,67.0,88.0,31.0,86.0,86.0,59.0,68.0,62.0,81.0,94.0,12.0,12.0,93.0,45.0,81.0,42.0,79.0,20.0,35.0
44.0,7.0,22.0,5.0,25.0,43.0,22.0,33.0,28.0,83.0,52.0,37.0,52.0,71.0,54.0,40.0,98.0,69.0,84.0,1.0,44.0,7.0,22.0,7.0,25.0,83.0,22.0,33.0,28.0,62.0,62.0,44.0,61.0,77.0,69.0,64.0,87.0,91.0,47.0,19.0
97.0,9.0,38.0,6.0,53.0,67.0,85.0,34.0,25.0,6.0,97.0,70.0,74.0,74.0,69.0,69.0,69.0,91.0,1.0,0.0,97.0,9.0,38.0,5.0,53.0,8.0,85.0,34.0,25.0,84.0,23.0,94.0,64.0,8.0,54.0,40.0,1.0,35.0,41.0,1.0
92.0,29.0,16.0,68.0,99.0,6.0,32.0,10.0,4.0,95.0,13.0,29.0,16.0,16.0,91.0,91.0,1.0,1.0,0.0,0.0,92.0,29.0,16.0,6.0,99.0,47.0,32.0,10.0,4.0,76.0,97.0,54.0,99.0,74.0,35.0,35.0,0.0,19.0,24.0,0.0
52.0,89.0,59.0,8.0,38.0,82.0,54.0,30.0,27.0,74.0,74.0,74.0,84.0,84.0,1.0,1.0,0.0,0.0,0.0,0.0,52.0,89.0,59.0,68.0,38.0,43.0,54.0,30.0,42.0,83.0,52.0,37.0,52.0,71.0,19.0,19.0,0.0,1.0,10.0,0.0
80.0,39.0,56.0,52.0,18.0,70.0,91.0,24.0,98.0,16.0,16.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,39.0,56.0,8.0,18.0,67.0,91.0,24.0,87.0,6.0,97.0,70.0,41.0,41.0,1.0,1.0,0.0,0.0,62.0,0.0
92.0,3.0,11.0,80.0,5.0,19.0,92.0,27.0,69.0,84.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,3.0,11.0,52.0,5.0,6.0,92.0,42.0,1.0,95.0,13.0,29.0,24.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0
60.0,46.0,38.0,61.0,26.0,98.0,27.0,98.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,46.0,38.0,80.0,26.0,82.0,42.0,87.0,0.0,41.0,41.0,41.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
98.0,49.0,87.0,59.0,27.0,74.0,98.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,49.0,87.0,61.0,42.0,70.0,87.0,1.0,0.0,24.0,24.0,24.0,62.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,27.0,27.0,54.0,98.0,16.0,69.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,42.0,59.0,87.0,19.0,1.0,0.0,0.0,10.0,10.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
98.0,98.0,98.0,69.0,69.0,84.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,87.0,87.0,54.0,1.0,98.0,0.0,0.0,0.0,62.0,62.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.0,69.0,69.0,91.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,35.0,0.0,41.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,30,21,21,21,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0
92,7,16,8,5,82,60,68,0,62,97,44,52,8,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92,7,16,54,25,82,95,42,74,62,97,44,52,74,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,7,84,54,25,82,44,42,16,62,97,44,52,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
