9,57,97,48,63,35,42,56,53	65,63,35,42,78	63,35,42
9,57,97,48,4,56,53	65,4,78	4
9,57,97,48,9,70,56,53	65,9,70,78	9,70
9,57,97,48,40,47,24,56,53	65,40,47,24,78	40,47,24
9,57,97,48,30,56,53	65,30,78	30
9,57,97,48,53,26,56,53	65,53,26,78	53,26
9,57,97,48,64,67,56,53	65,64,67,78	64,67
9,57,97,48,87,56,53	65,87,78	87
9,57,97,48,86,56,53	65,86,78	86
9,57,97,48,44,17,56,53	65,44,17,78	44,17
9,57,97,48,87,56,53	65,87,78	87
9,57,97,48,73,40,60,45,56,53	65,73,40,60,45,78	73,40,60,45
9,57,97,48,62,53,78,77,56,53	65,62,53,78,77,78	62,53,78,77
9,57,97,48,17,50,79,56,53	65,17,50,79,78	17,50,79
9,57,97,48,41,74,56,53	65,41,74,78	41,74
9,57,97,48,78,18,83,56,53	65,78,18,83,78	78,18,83
9,57,97,48,27,56,53	65,27,78	27
9,57,97,48,78,56,53	65,78,78	78
9,57,97,48,73,29,56,53	65,73,29,78	73,29
9,57,97,48,79,39,38,72,56,53	65,79,39,38,72,78	79,39,38,72
9,57,97,48,26,56,53	65,26,78	26
9,57,97,48,89,68,49,82,56,53	65,89,68,49,82,78	89,68,49,82
9,57,97,48,11,82,56,53	65,11,82,78	11,82
9,57,97,48,57,99,37,56,53	65,57,99,37,78	57,99,37
9,57,97,48,61,43,56,53	65,61,43,78	61,43
9,57,97,48,4,20,62,56,53	65,4,20,62,78	4,20,62
9,57,97,48,65,56,53	65,65,78	65
9,57,97,48,44,56,56,53	65,44,56,78	44,56
9,57,97,48,25,60,60,56,53	65,25,60,60,78	25,60,60
9,57,97,48,49,49,56,53	65,49,49,78	49,49
9,57,97,48,67,56,53	65,67,78	67
9,57,97,48,39,86,56,53	65,39,86,78	39,86
9,57,97,48,74,62,56,53	65,74,62,78	74,62
9,57,97,48,61,17,56,69,56,53	65,61,17,56,69,78	61,17,56,69
9,57,97,48,62,32,56,53	65,62,32,78	62,32
9,57,97,48,98,98,21,56,53	65,98,98,21,78	98,98,21
9,57,97,48,76,14,56,53	65,76,14,78	76,14
9,57,97,48,70,87,56,53	65,70,87,78	70,87
9,57,97,48,53,48,64,56,53	65,53,48,64,78	53,48,64
9,57,97,48,39,56,53	65,39,78	39
9,57,97,48,9,56,53	65,9,78	9
9,57,97,48,8,62,56,53	65,8,62,78	8,62
9,57,97,48,58,85,93,56,53	65,58,85,93,78	58,85,93
9,57,97,48,19,85,44,56,53	65,19,85,44,78	19,85,44
9,57,97,48,85,56,53	65,85,78	85
9,57,97,48,25,14,77,21,56,53	65,25,14,77,21,78	25,14,77,21
9,57,97,48,5,19,40,86,56,53	65,5,19,40,86,78	5,19,40,86
9,57,97,48,53,46,86,56,53	65,53,46,86,78	53,46,86
9,57,97,48,78,12,19,37,56,53	65,78,12,19,37,78	78,12,19,37
9,57,97,48,69,5,70,56,53	65,69,5,70,78	69,5,70
